#rs    N  ---------- E +/- dE ----------
0.5    7  0.156770148194  0.000016980203
0.5    9  0.105752542851  0.000005619661
0.5   11  0.074467669241  0.000007081585
0.5   15  0.039049986116  0.000006263365
0.5   19  0.019155648089  0.000009561691
0.5   27 -0.001492801089  0.000009103566
0.5   33 -0.010065166634  0.000008560291
0.5   40 -0.016201333524  0.000094154615
0.5   57 -0.024517042686  0.000064299643
0.5   81 -0.029691063830  0.000035556828
0.5   93 -0.031258004106  0.000009228552
0.5  123 -0.033580685974  0.000033209748
0.5  147 -0.034639462939  0.000020005378
0.5  171 -0.035424228589  0.000011498968
0.5  179 -0.035622941555  0.000011718580
0.5  203 -0.036037163776  0.000015034583
0.5  251 -0.036750741281  0.000014417195
0.5  305 -0.037212342213  0.000013281108
0.5  515 -0.037989783855  0.000005866217
1.0    7  0.023447832983  0.000009345429
1.0    9  0.008535880330  0.000005445480
1.0   11 -0.000433666914  0.000005857720
1.0   15 -0.010092235908  0.000002589109
1.0   19 -0.015649492865  0.000007801581
1.0   27 -0.021209709060  0.000008768095
1.0   33 -0.023684653303  0.000033929297
1.0   40 -0.024988618589  0.000030250542
1.0   57 -0.027222014513  0.000047314379
1.0   81 -0.028463844564  0.000022308815
1.0   93 -0.028895942329  0.000013667873
1.0  123 -0.029421765996  0.000017225948
1.0  147 -0.029641279502  0.000033247655
1.0  171 -0.029884594743  0.000006840416
1.0  179 -0.029960018358  0.000014933905
1.0  203 -0.030002124681  0.000010741907
1.0  251 -0.030159975612  0.000018393002
1.0  305 -0.030294851628  0.000006599289
1.0  515 -0.030481575436  0.000002406513
1.0 1021 -0.030577406470  0.000002554204
5.0    7 -0.013453644024  0.000016020829
5.0   19 -0.014861414289  0.000005634764
5.0   33 -0.015179755760  0.000006038090
5.0   57 -0.015231683300  0.000006467927
5.0   93 -0.015245851200  0.000004085820
5.0  147 -0.015248988200  0.000004125453
5.0  203 -0.015256079278  0.000003169073
5.0  251 -0.015265327018  0.000006072534
5.0  305 -0.015261594895  0.000002068126
5.0  515 -0.015265406209  0.000000490339
